Organisasjons nr.,
915925529,
975791386,
924690429,
811413682,
919719133,
976944968,
940360293,
952857991,
980489698,
929408586,
957116841,
993452084,
964949581,
964948976,
976202465,
917540640,
976786270,
983609155,
919061545,
917422575,
920647995,
945756020,
976389387,
914774861,
987693681,
914803802,
959435375,
933038173,
930946567,
923861564,
981560639,
921593465,
940642140,
980400255,
923080945,
964966109,
934382404,
994582771,
881917122,
920438679,
954165892,
989590014,
927016966,
918794034,
817263992,
915635857,
974597306,
928044998,
913379721,
964083266,
978657524,
928807908,
977000459,
972418021,
913011139,
983334989,
944041036,
917790337,
982949653,
911608103,
987414502,
918012745,
993177407,
825918302,
911623986,
950847441,
913312465,
994970925,
972417807,
971437022,
840747972,
921229216,
929574265,
981159772,
976815394,
947346423,
989480731,
980230066,
983974880,
945792140,
820020952,
958249799,
985588392,
921995121,
971203420,
944073310,
976994663,
918268553,
864968422,
941856543,
974429500,
921891687,
910310895,
964951462,
973598430,
863320852,
845153272,
925928550,
927671166,
940468671,
964967369,
922183074,
940898862,
917482209,
926490842,
927011913,
927103664,
917876800,
919638095,
929124685,
983744516,
939885684,
971011661,
975804569,
871033382,
974761335,
911756714,
989628011,
987769947,
989077627,
989077457,
985090882,
971422505,
986105174,
995967219,
986148337,
975950662,
972417823,
917549885,
997104552,
978669360,
985284350,
976793773,
935020263,
986554300,
940039541,
927908492,
938498318,
986633421,
922085846,
971262826,
913322533,
919724528,
979166419,
998290457,
963999089,
946439045,
894687592,
944482253,
846451072,
964982597,
931469851,
939772766,
918685677,
950842393,
916833520,
934266811,
974760908,
974652382,
982132789,
991627626,
989516191,
943412707,
961381274,
996101061,
934667743,
994462059,
995318733,
845901422,
870167202,
923403558,
964980721,
989016245,
920210023,
964981426,
990695628,
927075385,
988343773,
864949762,
964964998,
964978573,
976988698,
940155223,
989566369,
870963882,
989438786,
981915550,
982974011,
988983659,
964969124,
976996690,
991925422,
929418352,
987917091,
871426902,
987410485,
982174791,
964952612,
922707324,
976989236,
961381541,
940643112,
985817480,
989695983,
970351515,
959469415,
994921142,
970940510,
946598038,
864964702,
940010853,
992481404,
964948143,
914739969,
887091552,
930785768,
998801095,
916319983,
916319908,
925330698,
938497524,
945475056,
964969590,
825174672,
966494816,
958501420,
976993047,
964963916,
979361475,
969073668,
946624373,
979846940,
959159092,
998164346,
984517998,
980611086,
951608629,
915338534,
964639981,
987627034,
988742953,
970540008,
983424961,
970542507,
921770669,
985905061,
966933992,
923971025,
943733988,
999316751,
938505438,
984027737,
964979278,
972417971,
811748382,
964830711,
944716904,
819585822,
970919910,
987637013,
916513194,
976993454,
940040906,
944073787,
986106839,
952217593,
922948798,
911569590,
924452625,
971349077,
917687714,
927476770,
931604945,
981522427,
983433456,
995697270,
920920004,
958040113,
986965610,
995840685,
971140496,
983974929,
994984608,
981877888,
983974724,
983974694,
983974732,
985831580,
983658776,
997005562,
918177833,
883658752,
983974791,
986504907,
983887406,
991324968,
983974678,
987601787,
983658725,
912540863,
944760202,
968363883,
983544622,
921021380,
926298399,
980684997,
922307814,
914526493,
911912759,
935373352,
920933971,
988930687,
996768406,
914919010,
928033821,
918454985,
846316442,
964952701,
964978840,
872417982,
976999967,
956668824,
922741085,
947293265,
815008502,
938772924,
964963649,
864979092,
994010980,
976570626,
869047872,
925101613,
925121908,
918108467,
971555483,
971575905,
971567376,
971544929,
974809672,
917641404,
976844955,
976990080,
944889116,
924777338,
960010833,
974634848,
968244264,
917151229,
937697767,
982506395,
993449474,
976998979,
982730384,
992232137,
913332482,
966144297,
986497625,
876990512,
964951284,
985864322,
978620205,
971390425,
944439838,
976995856,
959220476,
954831604,
985519854,
992707607,
935243440,
997915038,
939780777,
942114184,
927872080,
982965691,
921133642,
964947082,
996533174,
860540142,
964967547,
918719601,
914315816,
927386143,
959469792,
981601564,
994479865,
921429509,
961073995,
996878996,
971309040,
993417262,
883385152,
985359385,
988448680,
985904332,
995607409,
922053898,
997391853,
944305483,
816257042,
920123899,
974642239,
998085632,
915189520,
895262382,
992372206,
920160565,
971217391,
920717152,
924910224,
986399445,
980397327,
921474431,
816914582,
987879696,
979661274,
984624417,
982330459,
971348496,
971531673,
971375965,
912382826,
992060522,
993053600,
997039297,
967518190,
984364458,
995055244,
970944443,
980250547,
980682765,
871035032,
864966012,
976992369,
876022982,
995256339,
817472842,
919431016,
920230962,
929091485,
916810962,
971033533,
923803386,
982404479,
961381363,
921172435,
915075959,
927762102,
993736074,
947642081,
970031553,
867599002,
874761192,
919951834,
972417831,
928735427,
971273003,
940363586,
997770234,
980511340,
996877922,
924319623,
985815534,
920854028,
963376030,
992809744,
940330408,
940791901,
976078772,
929455010,
820956532,
982573513,
983060072,
976998294,
911625504,
926362666,
999205437,
918195548,
864969682,
972417882,
938708606,
993291749,
980713520,
911954656,
922126739,
915024165,
810969342,
914749360,
985847215,
972417858,
995726777,
910976222,
992375434,
925306347,
998997801,
927547422,
986074465,
942402465,
995969653,
915958109,
988982229,
915170064,
916575823,
944117784,
918465855,
974761246,
988799475,
986187243,
927712520,
964250340,
884070422,
935174627,
912056880,
918315446,
929541626,
999601170,
976991443,
963946902,
917135428,
928615596,
927901048,
953556472,
974707160,
974714701,
911830868,
979211902,
996361802,
971382163,
971485612,
827111392,
998182670,
911730359,
976261011,
913307534,
971541210,
876992612,
840046672,
820852982,
993470244,
991891919,
964962855,
970032096,
820495292,
971032146,
929934210,
972417866,
971527412,
974761114,
872417842,
974778998,
977027233,
972417998,
888031812,
940331102,
996755592,
944233199,
876993082,
964964076,
964967636,
964963827,
964979634,
988982857,
989032321,
989032402,
874783242,
987574143,
991353992,
954681890,
983585442,
870309392,
972417874,
981544315,
955722604,
940190738,
918082956,
964715378,
959469881,
986144706,
971530200,
940400392,
977001749,
915076742,
921600070,
996671038,
945034572,
984829906,
944484574,
984065329,
960985532,
913859529,
912892352,
964949204,
938587051,
995729679,
913872703,
971070560,
857566122,
922847754,
976999541,
972417963,
920283608,
988681873,
976988620,
945578564,
976992288,
964965404,
870934432,
820710592,
921823797,
921060440,
819282102,
912631532,
922835276,
922566771,
959922659,
877137082,
945468661,
964422206,
971014407,
886347782,
911632519,
884048842,
912824772,
995316242,
959377677,
828824112,
984047851,
929012011,
983445381,
963063237,
980622444,
976986660,
996338088,
842566142,
920295983,
964950679,
976987780,
982391490,
916124376,
994881078,
965985166,
848579122,
918098372,
981105516,
953557088,
979962371,
976993497,
964966486,
874117722,
888982302,
961381452,
918645969,
940667852,
964968241,
997392388,
930901008,
976993012,
922421498,
840014932,
914248965,
993393959,
882715612,
985420955,
877001342,
972418005,
976985745,
971035560,
824387842,
981425391,
983564836,
927411644,
976654455,
997929217,
940415683,
919432594,
985676593,
964944334,
985962170,
945627913,
975798399,
941087957,
822988822,
911561603,
985149437,
985399077,
986632212,
979844174,
995353849,
968259733,
974760886,
921438877,
924481358,
966094400,
938726027,
877000362,
970189866,
915213049,
835231712,
980921565,
920995624,
982786495,
971274042,
985024731,
918908080,
957485030,
977205719,
970958770,
988353299,
970187715,
957387969,
920297293,
980601722,
999601391,
927844575,
943098557,
923321276,
927891700,
964969302,
970107592,
970491589,
989695959,
993772372,
976202376,
985160287,
976996860,
992115181,
921221967,
976201973,
913220846,
944183779,
980390284,
911444437,
945962151,
920817521,
959272204,
991905421,
984679920,
984417195,
918836519,
961721652,
916012683,
997780973,
823835612,
915377297,
912660680,
960478150,
923149120,
921785410,
987372540,
895256382,
986180567,
942875967,
864982212,
964950202,
959469059,
993916005,
986377395,
992257458,
974446871,
985165262,
976029100,
984936966,
927056453,
986303537,
985042667,
971526025,
970980016,
817749402,
998991099,
892110972,
976634438,
921564325,
938679088,
813769182,
971460458,
964951640,
939600515,
944383565,
995483254,
881886472,
996345734,
915188702,
914834023,
927393204,
988983837,
976202899,
919546646,
929025628,
926736752,
988474509,
964964343,
971643870,
996380041,
987554401,
995189186,
929958756,
992133406,
929260465,
983493904,
964963371,
976991532,
927396904,
919408049,
944101233,
970940243,
961381908,
916573154,
988978159,
920058817,
990323429,
924507500,
977549833,
976988876,
839893132,
987770333,
856167402,
992211997,
938469415,
977001706,
964982953,
983974910,
971143436,
823730012,
982503868,
964950768,
961728487,
822326242,
922092648,
971521570,
976989333,
861381722,
943350833,
964950946,
981965132,
920297773,
937884117,
976749308,
970141669,
970188290,
870961642,
974789523,
971526033,
969159570,
974761106,
922117306,
938469148,
998060257,
951206091,
988597627,
974767880,
967341266,
970205039,
920428959,
921817827,
968354701,
985821585,
911745267,
934161181,
988440914,
992881828,
999546269,
921192622,
995460092,
986028307,
915183484,
958911157,
892211442,
989786490,
920013015,
931422936,
994598759,
954662764,
918147764,
985980101,
970145567,
965336796,
979877838,
920440754,
871492832,
984936923,
890050212,
971022264,
913443330,
976390512,
886028482,
921633564,
970955992,
915631290,
923017291,
925154407,
938752648,
971057440,
982179289,
976320344,
967791377,
825571132,
985267928,
987929375,
938583986,
961056268,
827248312,
893757422,
985321884,
966937157,
992036079,
998234875,
930580783,
929911709,
930580260,
830090282,
829912252,
930580694,
929882989,
930068128,
915488099,
929882385,
914545080,
814869032,
937052766,
985928304,
996685640,
957486657,
918988785,
993194964,
984058330,
921039239,
924427159,
927283204,
845152012,
933099806,
970180370,
977161630,
870917732,
942535937,
994517619,
927064367,
985987246,
925073334,
912864227,
998674131,
919857501,
979692900,
964983003,
924365706,
966416734,
970955569,
985426813,
917192456,
939319891,
916170858,
921233418,
921806027,
939461450,
998594707,
919370440,
943464723,
981586581,
944350675,
980879194,
987592567,
958935420,
876820102,
996922766,
876819872,
976819853,
919770775,
874780782,
997506499,
995138670,
984372140,
976820037,
965368248,
982759412,
954997332,
921158920,
993467049,
984133715,
924599545,
997058925,
864338712,
921473346,
976203070,
964949859,
997204646,
915972330,
919193298,
920280188,
939896600,
954597482,
971040610,
987615516,
971534346,
961381185,
922530890,
961382068,
985345899,
994240498,
986908277,
977287677,
917515743,
918695079,
971526157,
915101887,
976634926,
912805174,
997329910,
927568411,
986174613,
992687258,
993191477,
980633004,
879887232,
923175806,
912155528,
992646551,
925011762,
982531950,
974769484,
974761017,
921680791,
959411735,
939991034,
984661185,
984054564,
989490230,
924461713,
987009713,
912719103,
886757972,
918298037,
916198205,
996179737,
987667796,
916938705,
982126517,
915119484,
917574030,
940802652,
968247379,
952540556,
934713710,
945372281,
872418032,
934945514,
976997573,
864980902,
960292421,
999262597,
925924156,
994588982,
916195613,
975576469,
974760673,
974761378,
995705753,
934452011,
974629925,
923316639,
981672577,
925777382,
936993850,
982187001,
975936333,
994900579,
924964995,
997894057,
940028515,
940083672,
913482778,
984459947,
971041692,
980018725,
912209571,
927377314,
922989451,
981616677,
919302755,
926476327,
984150865,
919902310,
985773238,
896526642,
943828008,
995929503,
917492883,
974760819,
974760843,
940138051,
939864970,
896124242,
951496502,
940100925,
971541865,
976987772,
864950582,
964977402,
877540332,
823694512,
867595392,
930907650,
945717173,
977000319,
886884702,
996809048,
971045698,
966167599,
984157878,
964963282,
965075364,
997597575,
920329039,
971042656,
913876725,
919884452,
976998774,
939898743,
976202961,
945037687,
964982120,
995654296,
997444345,
971526246,
975866408,
991039813,
915518389,
991609407,
971526459,
996112780,
824208832,
952356666,
999644392,
920769861,
988148725,
961705096,
997317564,
961416388,
958973306,
972417734,
990565325,
925855278,
974760347,
972417904,
987649275,
974917475,
987649283,
987649348,
971519363,
964968985,
822534422,
940017211,
916882807,
897020572,
989066374,
974338815,
964965137,
918793569,
983521592,
980500101,
976985605,
938801363,
964979367,
989364413,
929013581,
961816793,
990918546,
980178986,
884058872,
936537871,
982793386,
933460479,
989890832,
989632302,
924405422,
985211132,
939617671,
971197609,
976998995,
964963738,
976991680,
916142161,
931004816,
921369417,
919415223,
994615203,
820327462,
887932492,
896780832,
989867776,
913356128,
916660626,
925836702,
916235747,
932310449,
923344101,
964962766,
989584022,
922308055,
919477822,
864953042,
921577605,
974888076,
918938877,
818646992,
964964165,
916923082,
947506579,
961641713,
918929673,
943880417,
974761270,
974761262,
983974716,
871496722,
991025022,
812774352,
971049944,
984196962,
982722128,
974761076,
977456436,
939865942,
979988184,
938759839,
990326533,
987649542,
941962726,
961381096,
974337525,
941812716,
896901702,
925730289,
919649925,
987726482,
989800574,
913816137,
919699248,
920411584,
916476507,
973755706,
945012986,
921605900,
964982031,
989268767,
821456932,
863748062,
922569738,
999579922,
996629880,
922121893,
922249873,
989018043,
964965692,
976993691,
948243113,
971497106,
873512962,
920800572,
919865636,
935339642,
964967458,
996480194,
971474696,
984215606,
944810277,
975824845,
961381630,
961381819,
919824573,
972417750,
977000483,
941827195,
896718932,
974789353,
911951339,
983975240,
912067017,
964947716,
940755603,
847737492,
977000947,
986366830,
970190619,
942110286,
928890961,
938521549,
930050237,
975963748,
915651321,
975966453,
937895321,
946670081,
832554332,
933539687,
987248890,
918276467,
963413580,
915070434,
985057192,
971527404,
971201495,
883974832,
987480092,
916593473,
981078365,
918467149,
921060157,
921167253,
970169717,
874761222,
881143712,
974761394,
971648198,
979363974,
971040238,
960885406,
974761122,
982583462,
986186999,
921018924,
971032081,
971526920,
962986633,
998554640,
971278374,
974764067,
974763230,
974762994,
974761645,
974764687,
974761319,
967311014,
974764350,
974762501,
921627009,
966056258,
972417777,
976993403,
964965226,
962299385,
985458030,
971522585,
974180022,
974146371,
981381300,
971539615,
984179782,
979747187,
982185831,
876999102,
840029212,
986553053,
997094794,
987307323,
934228391,
960893328,
981275721,
986775560,
938277184,
958295774,
983213421,
925365297,
977140757,
944384448,
971317361,
984545576,
974252724,
971534818,
983409946,
842872022,
971427337,
982671779,
987017708,
985686092,
958254318,
979676832,
971537779,
989568116,
871441502,
971535660,
958087322,
927701057,
912897656,
970533427,
948007029,
821085942,
971520620,
971533110,
886879822,
971317493,
988113107,
971316500,
871427062,
886847262,
989229575,
916607539,
984806329,
971098767,
986033068,
939958851,
939866914,
976994655,
953299216,
958995369,
931936492,
964948887,
964994129,
987181338,
971524960,
982110777,
971527439,
944997431,
964978751,
976993748,
964980098,
911749378,
918330100,
963989202,
950437537,
948554062,
914458811,
958673027,
960033590,
924563273,
964980543,
976997328,
964979189,
980384608,
883971752,
964981604,
921244207,
970921915,
958284837,
980431959,
964981892,
927869187,
980121798,
986346422,
864967272,
976994574,
924570938,
988978116,
983974937,
992281618,
983974805,
814630722,
983975259,
983971709,
983971768,
983975267,
914637651,
990222290,
979918224,
964980365,
957168868,
886415192,
971456523,
936809219,
918817166,
876839342,
943505527,
987010223,
995442345,
893924132,
935568897,
880823582,
946865427,
915761968,
976967631,
970980911,
983440347,
922828172,
941123503,
997433173,
010101010,
101010101,
121212121,
923194592,
917245975,
931190636,
933012867,
988848492,
914459265,
859223672,
976993616,
923458204,
942986009,
828002422,
964981515,
864963552,
928158993,
959469326,
938073678,
970109714,
964964521,
965929304,
940192404,
974761343,
880455702,
969738376,
971435038,
976990625,
921383681,
976202651,
991978100,
935000165,
976938941,
918351701,
940192692,
960509811,
990092397,
959056773,
911651017,
921077378,
945707208,
922139903,
980808742,
917600260,
914286018,
917760187,
967280909,
979468792,
922420866,
925189545,
977001161,
940101808,
992047364,
817920632,
987033800,
878631072,
978631029,
975729192,
942110464,
988964573,
812606212,
989563521,
974761084,
993272590,
989041827,
911604736,
988968498,
864948502,
956791456,
964965781,
874250732,
990432368,
864983472,
976999002,
940837685,
976203011,
969550105,
961025311,
915310303,
970102302,
959412340,
933973891,
964979812,
933649768,
920500633,
922708029,
963890095,
964979456,
971159928,
970230459,
925141623,
976547993,
995986973,
915972438,
992838728,
971288396,
885316522,
981230787,
968100211,
960631749,
928176703,
933355535,
970546200,
874789542,
971035854,
911770709,
971564679,
970422528,
983974899,
839953062,
980893936,
976682157,
970018131,
972417920,
914094925,
924976128,
974760746,
964979901,
964993602,
995583402,
964994307,
939607706,
938644500,
961821967,
989041819,
920213820,
953681781,
956351111,
998436826,
976986040,
871034222,
959272581,
916132727,
964966575,
976516745,
976989643,
961382246,
964978662,
985188092,
972418048,
989169556,
976202910,
977000068,
844824122,
941017975,
964965048,
917928010,
931391143,
976865251,
936846777,
938587418,
950588063,
985140421,
974117711,
976986121,
943485437,
971230061,
977079403,
979281536,
982847796,
979842791,
988100226,
821227062,
821311632,
965919627,
939901965,
998413346,
961382157,
971028300,
894166762,
994517139,
987570806,
942570619,
913716922,
970955623,
940651034,
859197892,
915635520,
918470573,
999556698,
991913823,
916696795,
995392755,
998283914,
980924076,
937498764,
997480848,
921693230,
974358603,
998624630,
914786827,
995855798,
988893226,
964964610,
957640672,
981479076,
878637712,
999256457,
970991786,
817159362,
965309926,
981875923,
971454423,
939760946,
984068085,
992873183,
818449852,
976574958,
958684975,
916270097,
961487986,
960510542,
976995031,
978670709,
933126013,
995055341,
888125272,
915629377,
921572166,
925282332,
817244572,
990481784,
914426537,
958391803,
994644696,
913522532,
980067831,
979148046,
997471237,
987290986,
887895082,
926868950,
914282241,
916293739,
986559469,
931673114,
992803649	
